Waypoints
Date,Name,Latitude,Longitude,Altitude (m),Notes
2023-09-15 09:25:30.71,15 Sep 2023 at 5:25 pm,14.634686,121.074877,53.9300201786682,"Horizontal Accuracy: ± 8 m
Vertical Accuracy: ± 3 m"
2023-09-15 09:26:05.58,15 Sep 2023 at 5:26 pm,14.634686,121.074835,55.33390252478421,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-09-15 09:26:58.69,15 Sep 2023 at 5:26 pm,14.634793,121.076148,56.77485846541822,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-09-15 09:28:47.05,15 Sep 2023 at 5:28 pm,14.637662,121.076383,58.48841483239084,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-09-15 09:29:39.50,15 Sep 2023 at 5:29 pm,14.637848,121.074969,58.03741451445967,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-09-15 09:31:53.54,15 Sep 2023 at 5:31 pm,14.640952,121.076248,61.27716573234648,"Horizontal Accuracy: ± 19 m
Vertical Accuracy: ± 3 m"

Track
Date(GMT),Date(Local),Time(sec),Latitude,Longitude,Horizontal Accuracy(m),Altitude(m),Vertical Accuracy(m),Distance(m),Speed(m/s),Average Speed(m/s),Course(deg),True Heading(deg),Magnetic Heading(deg),Heading Accuracy(deg),Glide Ratio,Heart Rate (bpm)
2023-09-15 09:19:48.99,2023-09-15 17:19:48.99,699.0192779302597,14.636607,121.077448,4.729175987521174,60.01039517577738,3.385178209761189,1873.664789952241,2.24585316285509,2.599682638359108,129.6775606051614,96.66475677490234,99.37117004394531,10,-166.7560960653696,0
2023-09-15 09:19:49.99,2023-09-15 17:19:49.99,700.0181579589844,14.636600,121.077481,4.73124029986301,59.89671946503222,3.382292455974353,1877.312143937797,3.036914449894098,2.599682638359108,93.78985595703125,86.49269866943359,89.19911193847656,10,-212.9972090409615,0
2023-09-15 09:19:50.99,2023-09-15 17:19:50.99,701.0164519548416,14.636605,121.077523,4.733691060672612,59.96245937887579,3.378861638909921,1881.824675526811,3.728457468965403,2.65788922117191,97.73777265659876,79.68223571777344,82.38864898681641,10,-385.3208418928553,0
2023-09-15 09:19:51.99,2023-09-15 17:19:51.99,702.0191069841385,14.636612,121.077563,4.733925558676074,60.09685500338674,3.378533089626658,1886.192393568293,4.078718160519786,2.65788922117191,87.86862915580481,79.55732727050781,82.26374053955078,10,-490.1371293492411,0
2023-09-15 09:19:52.99,2023-09-15 17:19:52.99,703.0187879800797,14.636620,121.077608,4.734516079779783,60.0013710334897,3.377705511600369,1891.155946166414,4.484380662263051,2.65788922117191,84.3706570264364,76.22644805908203,78.932861328125,10,-1103.601333397487,0
2023-09-15 09:19:53.99,2023-09-15 17:19:53.99,704.0189459323883,14.636628,121.077655,4.734974286429132,59.94287959299982,3.377063153043451,1896.356776476704,4.734759669651507,2.65788922117191,82.31049012783843,78.42036437988281,81.12677764892578,10,-251.5049831135696,0
2023-09-15 09:19:54.99,2023-09-15 17:19:54.99,705.0194590091705,14.636635,121.077702,4.735149716522119,59.57004932221025,3.376817169304452,1901.385646943118,5.00823313980304,2.65788922117191,82.14075583512026,79.42351531982422,82.12992858886719,10,-155.8960007589415,0
2023-09-15 09:19:55.99,2023-09-15 17:19:55.99,706.0164269208908,14.636640,121.077749,4.735397460336491,59.09699029754847,3.376469743004896,1906.492034032397,5.142634174644615,4.875880158706153,82.53797779702845,79.42351531982422,82.12992858886719,10,-80.45580633104389,0
2023-09-15 09:19:56.99,2023-09-15 17:19:56.99,707.0183529853821,14.636647,121.077798,4.735954150919585,58.68017882015556,3.375688864983914,1911.889078800288,5.183004576006286,4.875880158706153,83.142578125,79.42351531982422,82.12992858886719,10,-59.9739480133553,0
2023-09-15 09:19:57.99,2023-09-15 17:19:57.99,708.0182609558105,14.636654,121.077845,4.736345429524947,58.28839951660484,3.375139849696155,1917.008819381156,5.180672766044133,5.253573168617672,83.142578125,79.42351531982422,82.12992858886719,10,-43.0571242609736,0
